track_name,artist_name,preview,artist_genre
good 4 u,Olivia Rodrigo,./data/good 4 u,['pop']
Easy On Me,Adele,./data/Easy On Me,"['british soul', 'pop', 'pop soul', 'uk pop']"
Cold Heart - PNAU Remix,Elton John,./data/Cold Heart - PNAU Remix,"['glam rock', 'mellow gold', 'piano rock']"
Shivers,Ed Sheeran,./data/Shivers,"['pop', 'uk pop']"
Emotions,Mark Mendy,./data/Emotions,"['deep house', 'pop dance', 'pop edm', 'tropical house']"
Bad Habits,Ed Sheeran,./data/Bad Habits,"['pop', 'uk pop']"
THATS WHAT I WANT,Lil Nas X,./data/THATS WHAT I WANT,"['lgbtq+ hip hop', 'pop']"
Mood (feat. iann dior),24kGoldn,./data/Mood (feat. iann dior),"['cali rap', 'pop rap']"
One Right Now (with The Weeknd),Post Malone,./data/One Right Now (with The Weeknd),"['dfw rap', 'melodic rap', 'rap']"
Smokin Out The Window,Bruno Mars,./data/Smokin Out The Window,"['dance pop', 'pop']"
I Love You So,The Walters,./data/I Love You So,['chicago indie']
Better Days (NEIKED x Mae Muller x Polo G),NEIKED,./data/Better Days (NEIKED x Mae Muller x Polo G),['scandipop']
Levitating (feat. DaBaby),Dua Lipa,./data/Levitating (feat. DaBaby),"['dance pop', 'pop', 'uk pop']"
Light Switch,Charlie Puth,./data/Light Switch,"['dance pop', 'pop', 'viral pop']"
My Universe,Coldplay,./data/My Universe,"['permanent wave', 'pop']"
Woman,Doja Cat,./data/Woman,"['dance pop', 'pop']"
Beggin',Måneskin,./data/Beggin',"['indie rock italiano', 'italian pop']"
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,./data/Save Your Tears (with Ariana Grande) (Remix),"['canadian contemporary r&b', 'canadian pop', 'pop']"
Dynamite,BTS,./data/Dynamite,"['k-pop', 'k-pop boy group']"
Kiss Me More (feat. SZA),Doja Cat,./data/Kiss Me More (feat. SZA),"['dance pop', 'pop']"
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,./data/Peaches (feat. Daniel Caesar & Giveon),"['canadian pop', 'pop']"
Flaws,Arkayne,./data/Flaws,[]
Life Goes On,Oliver Tree,./data/Life Goes On,['alternative hip hop']
Fair Trade (with Travis Scott),Drake,./data/Fair Trade (with Travis Scott),"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Need to Know,Doja Cat,./data/Need to Know,"['dance pop', 'pop']"
Blinding Lights,The Weeknd,./data/Blinding Lights,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Infinity,Jaymes Young,./data/Infinity,"['modern rock', 'pop']"
Hit the Lights,Jon Rivera,./data/Hit the Lights,[]
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,"['alt z', 'gen z singer-songwriter', 'pop']"
Watermelon Sugar,Harry Styles,./data/Watermelon Sugar,['pop']
WITHOUT YOU,The Kid LAROI,./data/WITHOUT YOU,['australian hip hop']
feel anything,vaultboy,./data/feel anything,[]
MONTERO (Call Me By Your Name),Lil Nas X,./data/MONTERO (Call Me By Your Name),"['lgbtq+ hip hop', 'pop']"
Dance Monkey,Tones And I,./data/Dance Monkey,"['australian pop', 'pop']"
Talk To Me,Mark Mendy,./data/Talk To Me,"['deep house', 'pop dance', 'pop edm', 'tropical house']"
Butter,BTS,./data/Butter,"['k-pop', 'k-pop boy group']"
RAPSTAR,Polo G,./data/RAPSTAR,['chicago rap']
FASHION SENSE,ARIA,./data/FASHION SENSE,['g-house']
Blueberry Faygo,Lil Mosey,./data/Blueberry Faygo,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']"
Ghost,Justin Bieber,./data/Ghost,"['canadian pop', 'pop']"
Fall,Anna-Sophie,./data/Fall,[]
drivers license,Olivia Rodrigo,./data/drivers license,['pop']
positions,Ariana Grande,./data/positions,"['dance pop', 'pop']"
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,"./data/Lemonade (feat. Gunna, Don Toliver & NAV)","['rap', 'trap']"
Say So,Doja Cat,./data/Say So,"['dance pop', 'pop']"
Take You Out,Siergio,./data/Take You Out,[]
Memories,Maroon 5,./data/Memories,"['pop', 'pop rock']"
I Don't Care (with Justin Bieber),Ed Sheeran,./data/I Don't Care (with Justin Bieber),"['pop', 'uk pop']"
Lights Down,Celina Sharma,./data/Lights Down,[]
Don't Start Now,Dua Lipa,./data/Don't Start Now,"['dance pop', 'pop', 'uk pop']"
That's Rich,Brooke,./data/That's Rich,[]
Astronaut In The Ocean,Masked Wolf,./data/Astronaut In The Ocean,['australian hip hop']
ROCKSTAR (feat. Roddy Ricch),DaBaby,./data/ROCKSTAR (feat. Roddy Ricch),"['north carolina hip hop', 'rap', 'trap']"
Toosie Slide,Drake,./data/Toosie Slide,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
Broken Wings,ARIA,./data/Broken Wings,['g-house']
The Box,Roddy Ricch,./data/The Box,"['melodic rap', 'rap', 'trap']"
Watch It Burn,ARIA,./data/Watch It Burn,['g-house']
Wishing Well,Juice WRLD,./data/Wishing Well,"['chicago rap', 'melodic rap']"
Tired,Glazed Curtains,./data/Tired,[]
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,./data/Sunflower - Spider-Man: Into the Spider-Verse,"['dfw rap', 'melodic rap', 'rap']"
Circles,Post Malone,./data/Circles,"['dfw rap', 'melodic rap', 'rap']"
Sunday Best,Surfaces,./data/Sunday Best,"['bedroom soul', 'pop']"
Señorita,Shawn Mendes,./data/Señorita,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
Beautiful People (feat. Khalid),Ed Sheeran,./data/Beautiful People (feat. Khalid),"['pop', 'uk pop']"
Someone You Loved,Lewis Capaldi,./data/Someone You Loved,"['pop', 'uk pop']"
Carbon,Mark Mendy,./data/Carbon,"['deep house', 'pop dance', 'pop edm', 'tropical house']"
bad guy,Billie Eilish,./data/bad guy,"['art pop', 'electropop', 'pop']"
7 rings,Ariana Grande,./data/7 rings,"['dance pop', 'pop']"
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,./data/Old Town Road (feat. Billy Ray Cyrus) - Remix,"['lgbtq+ hip hop', 'pop']"
Black Gasoline,Mark Mendy,./data/Black Gasoline,"['deep house', 'pop dance', 'pop edm', 'tropical house']"
Sucker,Jonas Brothers,./data/Sucker,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
Happier,Marshmello,./data/Happier,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
Sweet but Psycho,Ava Max,./data/Sweet but Psycho,"['dance pop', 'pop']"
High Hopes,Panic! At The Disco,./data/High Hopes,"['modern rock', 'rock']"
Sorry,Justin Bieber,./data/Sorry,"['canadian pop', 'pop']"
Shape of You,Ed Sheeran,./data/Shape of You,"['pop', 'uk pop']"
Closer,The Chainsmokers,./data/Closer,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
Eastside (with Halsey & Khalid),benny blanco,./data/Eastside (with Halsey & Khalid),"['electropop', 'pop', 'pop rap']"
"thank u, next",Ariana Grande,"./data/thank u, next","['dance pop', 'pop']"
Let Me Love You,Mario,./data/Let Me Love You,"['contemporary r&b', 'dance pop', 'hip pop', 'pop', 'pop r&b', 'r&b', 'urban contemporary']"
Finesse - Remix; feat. Cardi B,Bruno Mars,./data/Finesse - Remix; feat. Cardi B,"['dance pop', 'pop']"
Can't Feel My Face,The Weeknd,./data/Can't Feel My Face,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Let You Down,NF,./data/Let You Down,"['hip hop', 'pop rap', 'rap']"
Centuries,Fall Out Boy,./data/Centuries,"['emo', 'modern rock', 'rock']"
Pompeii,Bastille,./data/Pompeii,"['metropopolis', 'modern rock', 'pop', 'pop rock']"
"Hey, Soul Sister",Train,"./data/Hey, Soul Sister","['dance pop', 'neo mellow', 'pop', 'pop rock']"
All of Me,John Legend,./data/All of Me,"['neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']"
Love Yourself,Justin Bieber,./data/Love Yourself,"['canadian pop', 'pop']"
Stitches,Shawn Mendes,./data/Stitches,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
Sugar,Maroon 5,./data/Sugar,"['pop', 'pop rock']"
Rude,MAGIC!,./data/Rude,['reggae fusion']
Grenade,Bruno Mars,./data/Grenade,"['dance pop', 'pop']"
I'm Not The Only One,Sam Smith,./data/I'm Not The Only One,"['dance pop', 'pop', 'uk pop']"
Thinking out Loud,Ed Sheeran,./data/Thinking out Loud,"['pop', 'uk pop']"
Shallow,Lady Gaga,./data/Shallow,"['art pop', 'dance pop', 'pop']"
Loretta,Ginger Root,./data/Loretta,['oc indie']
Reverse Cowgirl,Mickey Darling,./data/Reverse Cowgirl,"['indie pop', 'modern indie pop']"
I Eat Boys,chloe moriondo,./data/I Eat Boys,"['alt z', 'bedroom pop', 'indie pop']"
Cherry Wine,grentperez,./data/Cherry Wine,['chill r&b']
Show Me How,Men I Trust,./data/Show Me How,['indie pop']
Talk to You,Ricky Montgomery,./data/Talk to You,"['indie pop', 'la indie', 'pop']"
Obvious,The Polar Boys,./data/Obvious,['miami indie']
Hey Lover!,Wabie,./data/Hey Lover!,['bedroom pop']
That's What Everybody Said,Wabie,./data/That's What Everybody Said,['bedroom pop']
Bugbear,chloe moriondo,./data/Bugbear,"['alt z', 'bedroom pop', 'indie pop']"
U Got Me,Yung Heazy,./data/U Got Me,['bedroom pop']
Manic Pixie Dream Girl,EASHA,./data/Manic Pixie Dream Girl,[]
Bon Iver,Aubrey Key,./data/Bon Iver,['lo-fi indie']
Wallows Song,Mickey Darling,./data/Wallows Song,"['indie pop', 'modern indie pop']"
Never Had The Balls,Rex Orange County,./data/Never Had The Balls,"['bedroom pop', 'pop']"
Oh Klahoma,Jack Stauber,./data/Oh Klahoma,['pittsburgh indie']
Dead Girls,Penelope Scott,./data/Dead Girls,"['alt z', 'indie pop', 'modern indie pop']"
Punching Bag,Wallice,./data/Punching Bag,['indie pop']
Honeypie,JAWNY,./data/Honeypie,['bedroom pop']
Hot Rod,Dayglow,./data/Hot Rod,"['austindie', 'indie pop', 'modern rock']"
Nobody Knows We Are Fun,CHAI,./data/Nobody Knows We Are Fun,['japanese alternative rock']
New Flesh,Current Joys,./data/New Flesh,"['indie pop', 'lo-fi indie']"
VROOM VROOM,Mickey Darling,./data/VROOM VROOM,"['indie pop', 'modern indie pop']"
Frankenstein,Claire Rosinkranz,./data/Frankenstein,"['alt z', 'indie pop', 'modern indie pop', 'pop']"
Meteor Shower,Cavetown,./data/Meteor Shower,"['bedroom pop', 'indie pop']"
Driving in My Car,George Clanton,./data/Driving in My Car,"['chillwave', 'vaporwave']"
Sour Switchblade,Elita,./data/Sour Switchblade,['modern indie pop']
girls,girl in red,./data/girls,"['bedroom pop', 'bubblegrunge', 'indie pop', 'norwegian indie', 'pop']"
Someone To Spend Time With,Los Retros,./data/Someone To Spend Time With,['latinx alternative']
Change Shapes (feat. Jesse),Rebounder,./data/Change Shapes (feat. Jesse),[]
"Prune, You Talk Funny",Gus Dapperton,"./data/Prune, You Talk Funny","['bedroom pop', 'indie pop', 'indie poptimism']"
Best Person You Know,Lowertown,./data/Best Person You Know,"['indie pop', 'lo-fi indie']"
Don't You See The Time,Dev Lemons,./data/Don't You See The Time,[]
Kids,Current Joys,./data/Kids,"['indie pop', 'lo-fi indie']"
THE BOTTOM,MICHELLE,./data/THE BOTTOM,"['alternative r&b', 'bedroom pop', 'indie pop', 'indie r&b']"
80's High School,CASTLEBEAT,./data/80's High School,"['bedroom pop', 'dreamo', 'indie garage rock', 'indie surf']"
Don't Trust Me,the booyah! kids,./data/Don't Trust Me,['bedroom pop']
sugar ray,pizzagirl,./data/sugar ray,"['bedroom pop', 'liverpool indie']"
Amtrak,Los Retros,./data/Amtrak,['latinx alternative']
Satellite,Will Paquin,./data/Satellite,['weirdcore']
Turtleneck Sweater,marinelli,./data/Turtleneck Sweater,['modern indie pop']
Huron Disko,Huron John,./data/Huron Disko,"['bedroom pop', 'modern alternative pop']"
Marigold,Jelani Aryeh,./data/Marigold,"['alternative r&b', 'bedroom soul', 'indie pop', 'indie r&b']"
I GUESS IT'S OVER NOW,POLICE CAR COLLECTIVE,./data/I GUESS IT'S OVER NOW,[]
Built For This,Lonely God,./data/Built For This,['modern indie pop']
Real Life,banzai florist,./data/Real Life,['arkansas indie']
Clear Water,Pretty Boy Aaron,./data/Clear Water,['bedroom soul']
Love Me Tomorrow,Wabie,./data/Love Me Tomorrow,['bedroom pop']
C'est Pas Moi,Petite Amie,./data/C'est Pas Moi,['mexican indie']
Think Back,Nolie,./data/Think Back,[]
I Just Wanna,KALI,./data/I Just Wanna,['indie pop']
Get Down,Still Woozy,./data/Get Down,"['bedroom pop', 'oakland indie']"
Sugar,Men I Trust,./data/Sugar,['indie pop']
Notion,The Rare Occasions,./data/Notion,['la indie']
Dark Red,Steve Lacy,./data/Dark Red,['afrofuturism']
i wish,Yung Sum,./data/i wish,[]
Locura,Juan Wauters,./data/Locura,['indie rock']
A New High,Mild High Club,./data/A New High,"['indie garage rock', 'neo-psychedelic']"
Maybe Chocolate Chips (feat. Ric Wilson),CHAI,./data/Maybe Chocolate Chips (feat. Ric Wilson),['japanese alternative rock']
Can I Call You Tonight?,Dayglow,./data/Can I Call You Tonight?,"['austindie', 'indie pop', 'modern rock']"
Tree Among Shrubs,Men I Trust,./data/Tree Among Shrubs,['indie pop']
80's makeout session,dacelynn,./data/80's makeout session,['modern indie pop']
LUV,Victor Internet,./data/LUV,['bedroom pop']
Shy,Hether,./data/Shy,"['bedroom pop', 'indie garage rock', 'modern indie pop']"
What You Do To Me,JayWood,./data/What You Do To Me,['manitoba indie']
Car Crash in G Major,fanclubwallet,./data/Car Crash in G Major,['indie pop']
Romantic Lover,Eyedress,./data/Romantic Lover,['noise pop']
Out of Love,Whose Rules,./data/Out of Love,[]
It's Got To Be You,Los Retros,./data/It's Got To Be You,['latinx alternative']
legroom,adan diaz,./data/legroom,[]
Homage,Mild High Club,./data/Homage,"['indie garage rock', 'neo-psychedelic']"
Ma-Pa,Paula Pera y el fin de los Tiempos,./data/Ma-Pa,[]
Slow Motion,Luke Wild,./data/Slow Motion,['modern alternative pop']
Are You Bored Yet? (feat. Clairo),Wallows,./data/Are You Bored Yet? (feat. Clairo),"['indie pop', 'modern rock', 'pop']"
Fired Up,Evan Torrente,./data/Fired Up,[]
Can Ghosts Be Gay?,carpetgarden,./data/Can Ghosts Be Gay?,['indie pop']
Changephobia,Rostam,./data/Changephobia,"['art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock']"
jumping fences,adan diaz,./data/jumping fences,[]
Chandelier,Will Paquin,./data/Chandelier,['weirdcore']
Nice Boys,TEMPOREX,./data/Nice Boys,"['bedroom pop', 'indie garage rock', 'san diego indie']"
Pretty Girl,Clairo,./data/Pretty Girl,"['bedroom pop', 'indie pop', 'pop']"
summers ours,reptilelegit,./data/summers ours,['meme rap']
Lava,Still Woozy,./data/Lava,"['bedroom pop', 'oakland indie']"
Flowers,khai dreams,./data/Flowers,"['indie pop', 'lo-fi chill', 'lo-fi rap', 'sad lo-fi']"
Can I Have a Ride Home? I'm at a Party and I Don't Know Any1,carpetgarden,./data/Can I Have a Ride Home? I'm at a Party and I Don't Know Any1,['indie pop']
U Open Up a Window,TEMPOREX,./data/U Open Up a Window,"['bedroom pop', 'indie garage rock', 'san diego indie']"
Maple Syrup Tears,Huron John,./data/Maple Syrup Tears,"['bedroom pop', 'modern alternative pop']"
Morning Sex,Ralph Castelli,./data/Morning Sex,['alaska indie']
Something About You,Eyedress,./data/Something About You,['noise pop']
Let There Be Light Again,Sunset Rollercoaster,./data/Let There Be Light Again,['taiwan indie']
Seven,Men I Trust,./data/Seven,['indie pop']
That I Miss You,Vansire,./data/That I Miss You,"['bedroom pop', 'indie pop', 'rochester mn indie']"
friends or not,Zeph,./data/friends or not,"['gen z singer-songwriter', 'indie pop']"
Have I Ever Been In Love?,Huck,./data/Have I Ever Been In Love?,[]
black & mild,adan diaz,./data/black & mild,[]
Still Beating,Mac DeMarco,./data/Still Beating,"['edmonton indie', 'lo-fi indie']"
OUTTA MY MIND,Monsune,./data/OUTTA MY MIND,['bedroom pop']
FEEL LIKE,Josh Fudge,./data/FEEL LIKE,['lo-fi indie']
Forevermore,Cuco,./data/Forevermore,"['bedroom pop', 'dream pop']"
Buttercup,Jack Stauber,./data/Buttercup,['pittsburgh indie']
Demeanor (feat. Dua Lipa),Pop Smoke,./data/Demeanor (feat. Dua Lipa),['brooklyn drill']
What You Know Bout Love,Pop Smoke,./data/What You Know Bout Love,['brooklyn drill']
Dior,Pop Smoke,./data/Dior,['brooklyn drill']
Hello (feat. A Boogie Wit da Hoodie),Pop Smoke,./data/Hello (feat. A Boogie Wit da Hoodie),['brooklyn drill']
Invincible,Pop Smoke,./data/Invincible,['brooklyn drill']
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,./data/For The Night (feat. Lil Baby & DaBaby),['brooklyn drill']
Woo Baby (feat. Chris Brown),Pop Smoke,./data/Woo Baby (feat. Chris Brown),['brooklyn drill']
Welcome To The Party,Pop Smoke,./data/Welcome To The Party,['brooklyn drill']
Element,Pop Smoke,./data/Element,['brooklyn drill']
Mood Swings (feat. Lil Tjay),Pop Smoke,./data/Mood Swings (feat. Lil Tjay),['brooklyn drill']
Show Out (with Skepta & Pop Smoke),Kid Cudi,./data/Show Out (with Skepta & Pop Smoke),"['hip hop', 'ohio hip hop', 'rap']"
AP - Music from the film Boogie,Pop Smoke,./data/AP - Music from the film Boogie,['brooklyn drill']
Get Back,Pop Smoke,./data/Get Back,['brooklyn drill']
Got It On Me,Pop Smoke,./data/Got It On Me,['brooklyn drill']
GATTI,JACKBOYS,./data/GATTI,"['rap', 'trap']"
Tell The Vision (feat. Kanye West & Pusha T),Pop Smoke,./data/Tell The Vision (feat. Kanye West & Pusha T),['brooklyn drill']
Imperfections (Interlude),Pop Smoke,./data/Imperfections (Interlude),['brooklyn drill']
The Woo (feat. 50 Cent & Roddy Ricch),Pop Smoke,./data/The Woo (feat. 50 Cent & Roddy Ricch),['brooklyn drill']
Shake The Room (feat. Quavo),Pop Smoke,./data/Shake The Room (feat. Quavo),['brooklyn drill']
Bout A Million (feat. 42 Dugg & 21 Savage),Pop Smoke,./data/Bout A Million (feat. 42 Dugg & 21 Savage),['brooklyn drill']
Zoo York (feat. Fivio Foreign & Pop Smoke),Lil Tjay,./data/Zoo York (feat. Fivio Foreign & Pop Smoke),"['brooklyn drill', 'melodic rap', 'nyc rap']"
Something Special,Pop Smoke,./data/Something Special,['brooklyn drill']
Clueless (with Pop Smoke & Fivio Foreign),Polo G,./data/Clueless (with Pop Smoke & Fivio Foreign),['chicago rap']
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",H.E.R.,"./data/Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","['alternative r&b', 'dance pop', 'pop', 'r&b']"
PTSD,Pop Smoke,./data/PTSD,['brooklyn drill']
Mannequin (feat. Lil Tjay),Pop Smoke,./data/Mannequin (feat. Lil Tjay),['brooklyn drill']
Flexin',Pop Smoke,./data/Flexin',['brooklyn drill']
Paranoia (feat. Gunna & Young Thug),Pop Smoke,./data/Paranoia (feat. Gunna & Young Thug),['brooklyn drill']
War,Pop Smoke,./data/War,['brooklyn drill']
Coupe,Pop Smoke,./data/Coupe,['brooklyn drill']
Christopher Walking,Pop Smoke,./data/Christopher Walking,['brooklyn drill']
Backseat (feat. PnB Rock),Pop Smoke,./data/Backseat (feat. PnB Rock),['brooklyn drill']
Scenario,Pop Smoke,./data/Scenario,['brooklyn drill']
30 (feat. Bizzy Banks),Pop Smoke,./data/30 (feat. Bizzy Banks),['brooklyn drill']
Make It Rain,Pop Smoke,./data/Make It Rain,['brooklyn drill']
Hotel Lobby,Pop Smoke,./data/Hotel Lobby,['brooklyn drill']
Meet the Woo,Pop Smoke,./data/Meet the Woo,['brooklyn drill']
More Time,Pop Smoke,./data/More Time,['brooklyn drill']
Like Me (with PnB Rock),Pop Smoke,./data/Like Me (with PnB Rock),['brooklyn drill']
MPR,Pop Smoke,./data/MPR,['brooklyn drill']
Hawk Em,Pop Smoke,./data/Hawk Em,['brooklyn drill']
100k On A Coupe (feat. Calboy),Pop Smoke,./data/100k On A Coupe (feat. Calboy),['brooklyn drill']
Wolves (with NAV),Pop Smoke,./data/Wolves (with NAV),['brooklyn drill']
3 Nights,Dominic Fike,./data/3 Nights,"['alternative pop rock', 'pop']"
Boyfriend,Dove Cameron,./data/Boyfriend,"['pop', 'post-teen pop']"
Fast Times,Sabrina Carpenter,./data/Fast Times,"['alt z', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'viral pop']"
Still Don't Know My Name,Labrinth,./data/Still Don't Know My Name,"['indie poptimism', 'pop']"
she's all i wanna be,Tate McRae,./data/she's all i wanna be,"['alt z', 'dance pop', 'pop', 'post-teen pop']"
Don't Text Me When You're Drunk,Stacey Ryan,./data/Don't Text Me When You're Drunk,[]
"Mon Soleil - from ""Emily in Paris"" Soundtrack",Ashley Park,"./data/Mon Soleil - from ""Emily in Paris"" Soundtrack",[]
Dirty Thoughts,Chloe Adams,./data/Dirty Thoughts,[]
MEMORIES!,347aidan,./data/MEMORIES!,"['sad lo-fi', 'sad rap']"
Pray,Jessie Murph,./data/Pray,"['alt z', 'pop', 'social media pop']"
ROOM FOR 2,Benson Boone,./data/ROOM FOR 2,[]
No Romeo,Dylan,./data/No Romeo,"['alt z', 'uk pop']"
echo,Alexander Stewart,./data/echo,"['alt z', 'australian pop', 'post-teen pop', 'social media pop']"
Birthday Cake,Dylan Conrique,./data/Birthday Cake,['social media pop']
see you later (ten years) [feat. JVKE],Jenna Raine,./data/see you later (ten years) [feat. JVKE],"['alt z', 'social media pop']"
F U Anthem (Fuck You Anthem),Leah Kate,./data/F U Anthem (Fuck You Anthem),"['alt z', 'social media pop']"
SCOOP (feat. Doja Cat),Lil Nas X,./data/SCOOP (feat. Doja Cat),"['lgbtq+ hip hop', 'pop']"
drunk text me,Lexi Jayde,./data/drunk text me,"['alt z', 'social media pop']"
i hope ur miserable until ur dead,Nessa Barrett,./data/i hope ur miserable until ur dead,"['alt z', 'pop', 'social media pop']"
ur just horny,GAYLE,./data/ur just horny,['modern alternative pop']
Love You Still (abcdefu romantic version),Tyler Shaw,./data/Love You Still (abcdefu romantic version),['pop quebecois']
GROWING UP IS _____,Ruel,./data/GROWING UP IS _____,"['alt z', 'australian alternative pop', 'dance pop', 'electropop', 'pop']"
fingers crossed,elijah woods,./data/fingers crossed,[]
20s,Bow Anderson,./data/20s,[]
Trouble (from ‘Three Months’),Troye Sivan,./data/Trouble (from ‘Three Months’),"['australian pop', 'dance pop', 'electropop', 'pop', 'viral pop']"
BAD KIDS,347aidan,./data/BAD KIDS,"['sad lo-fi', 'sad rap']"
Get Into It (Yuh),Doja Cat,./data/Get Into It (Yuh),"['dance pop', 'pop']"
Read The Room,ELIO,./data/Read The Room,"['alt z', 'electropop', 'indie pop', 'indie poptimism']"
YES MOM,Tessa Violet,./data/YES MOM,"['alt z', 'indie pop']"
debbie downer,LØLØ,./data/debbie downer,"['alt z', 'canadian pop']"
Headphones,Maude Latour,./data/Headphones,"['alt z', 'indie pop', 'nyc pop']"
Teenage Mona Lisa,Alfie Castley,./data/Teenage Mona Lisa,[]
Until I Found You,Stephen Sanchez,./data/Until I Found You,['gen z singer-songwriter']
Stay Alive (Prod. SUGA of BTS),Jung Kook,./data/Stay Alive (Prod. SUGA of BTS),[]
i h8 that i still feel bad for u,Claire Rosinkranz,./data/i h8 that i still feel bad for u,"['alt z', 'indie pop', 'modern indie pop', 'pop']"
"if jesus saves, she's my type",ROLE MODEL,"./data/if jesus saves, she's my type","['alt z', 'bedroom pop', 'indie pop', 'pop']"
"How Long - From""Euphoria"" An HBO Original Series",Tove Lo,"./data/How Long - From""Euphoria"" An HBO Original Series","['art pop', 'dance pop', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
She Wants My Money,Dominic Fike,./data/She Wants My Money,"['alternative pop rock', 'pop']"
Numb Little Bug,Em Beihold,./data/Numb Little Bug,"['alt z', 'gen z singer-songwriter']"
Weatherman,Eddie Benjamin,./data/Weatherman,['modern indie pop']
To All The Boys I’ve Loved Before,Jax,./data/To All The Boys I’ve Loved Before,['gen z singer-songwriter']
Closer (feat. H.E.R.),Saweetie,./data/Closer (feat. H.E.R.),"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']"
Long Drives,BoyWithUke,./data/Long Drives,[]
AMAZING,Rex Orange County,./data/AMAZING,"['bedroom pop', 'pop']"
Float Through The Ceiling,DWLLRS,./data/Float Through The Ceiling,['chill pop']
2%,Jenna Raine,./data/2%,"['alt z', 'social media pop']"
Fingers Crossed,Lauren Spencer-Smith,./data/Fingers Crossed,"['alt z', 'gen z singer-songwriter', 'pop']"
Live or Die,Noah Cyrus,./data/Live or Die,"['dance pop', 'pop', 'post-teen pop']"
emo girl (feat. WILLOW),Machine Gun Kelly,./data/emo girl (feat. WILLOW),"['ohio hip hop', 'pop rap']"
KEEP IT UP,Rex Orange County,./data/KEEP IT UP,"['bedroom pop', 'pop']"
"Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series",Labrinth,"./data/Yeh I Fuckin' Did It - From ""Euphoria"" An Original HBO Series","['indie poptimism', 'pop']"
WISH U HELL,Chelsea Collins,./data/WISH U HELL,"['alt z', 'modern alternative pop']"
this is what falling in love feels like,JVKE,./data/this is what falling in love feels like,['modern indie pop']
mona lisa,mxmtoon,./data/mona lisa,"['alt z', 'bedroom pop', 'indie pop', 'pop']"
Beach Boy,BENEE,./data/Beach Boy,"['alt z', 'nz pop', 'pop']"
Back to Friends,Lauren Spencer-Smith,./data/Back to Friends,"['alt z', 'gen z singer-songwriter', 'pop']"
Light Switch,Charlie Puth,./data/Light Switch,"['dance pop', 'pop', 'viral pop']"
26,Lauv,./data/26,"['dance pop', 'electropop', 'pop']"
Cry,Cat & Calmell,./data/Cry,[]
I AM WOMAN,Emmy Meli,./data/I AM WOMAN,[]
LAst dAy oN EaRTh,Tai Verdes,./data/LAst dAy oN EaRTh,['modern indie pop']
Butterflies,Abe Parker,./data/Butterflies,['alt z']
Watercolor Eyes - From “Euphoria” An HBO Original Series,Lana Del Rey,./data/Watercolor Eyes - From “Euphoria” An HBO Original Series,"['art pop', 'pop']"
Jigsaw,Conan Gray,./data/Jigsaw,"['bedroom pop', 'pop']"
Sweet October,HRVY,./data/Sweet October,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house']"
1000 Tears,Teddy Failure,./data/1000 Tears,[]
moshpit,renforshort,./data/moshpit,"['alt z', 'canadian pop', 'electropop', 'social media pop']"
Show Me Love,Tove Styrke,./data/Show Me Love,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
It'll Be Okay,Shawn Mendes,./data/It'll Be Okay,"['canadian pop', 'dance pop', 'pop', 'viral pop']"
Billie Bossa Nova,Billie Eilish,./data/Billie Bossa Nova,"['art pop', 'electropop', 'pop']"
abcdefu,GAYLE,./data/abcdefu,['modern alternative pop']
Hate Me,Robert Grace,./data/Hate Me,['social media pop']
Sunroof,Nicky Youre,./data/Sunroof,['pop']
don't miss me,Claire Rosinkranz,./data/don't miss me,"['alt z', 'indie pop', 'modern indie pop', 'pop']"
Toxic,BoyWithUke,./data/Toxic,[]
